tweet_id,favorites,retweets,user_followers,user_favourites,date_time
892420643555336193,36602,7794,8667138,144574,2017-08-01 16:23:56
892177421306343426,31538,5774,8667138,144574,2017-08-01 00:17:27
891815181378084864,23759,3822,8667138,144574,2017-07-31 00:18:03
891689557279858688,39929,7956,8667138,144574,2017-07-30 15:58:51
891327558926688256,38121,8603,8667138,144574,2017-07-29 16:00:24
891087950875897856,19181,2867,8667138,144574,2017-07-29 00:08:17
890971913173991426,11181,1886,8667138,144574,2017-07-28 16:27:12
890729181411237888,61712,17410,8667138,144574,2017-07-28 00:22:40
890609185150312448,26425,3960,8667138,144574,2017-07-27 16:25:51
890240255349198849,30208,6779,8667138,144574,2017-07-26 15:59:51
890006608113172480,29078,6765,8667138,144574,2017-07-26 00:31:25
889880896479866881,26411,4609,8667138,144574,2017-07-25 16:11:53
889665388333682689,45520,9240,8667138,144574,2017-07-25 01:55:32
889638837579907072,25636,4148,8667138,144574,2017-07-25 00:10:02
889531135344209921,14327,2082,8667138,144574,2017-07-24 17:02:04
889278841981685760,23855,4930,8667138,144574,2017-07-24 00:19:32
888917238123831296,27586,4157,8667138,144574,2017-07-23 00:22:39
888804989199671297,24238,3929,8667138,144574,2017-07-22 16:56:37
888554962724278272,18728,3222,8667137,144574,2017-07-22 00:23:06
888078434458587136,20625,3198,8667137,144574,2017-07-20 16:49:33
887705289381826560,28628,4963,8667137,144574,2017-07-19 16:06:48
887517139158093824,43880,10844,8667137,144574,2017-07-19 03:39:09
887473957103951883,65223,16628,8667137,144574,2017-07-19 00:47:34
887343217045368832,31896,9649,8667137,144574,2017-07-18 16:08:03
887101392804085760,29016,5502,8667137,144574,2017-07-18 00:07:08
886983233522544640,33163,7094,8667137,144574,2017-07-17 16:17:36
886736880519319552,11371,2977,8667137,144574,2017-07-16 23:58:41
886680336477933568,21276,4119,8667137,144574,2017-07-16 20:14:00
886366144734445568,20036,2923,8667137,144574,2017-07-15 23:25:31
886267009285017600,113,4,8667137,144574,2017-07-15 16:51:35
886258384151887873,26515,5826,8667137,144574,2017-07-15 16:17:19
886054160059072513,0,100,8667137,144574,2017-07-15 02:45:48
885984800019947520,30871,6208,8667137,144574,2017-07-14 22:10:11
885528943205470208,34070,5891,8667137,144574,2017-07-13 15:58:47
885518971528720385,19411,3450,8667138,144574,2017-07-13 15:19:09
885311592912609280,0,17120,8667138,144574,2017-07-13 01:35:06
885167619883638784,20744,4037,8667139,144574,2017-07-12 16:03:00
884925521741709313,73139,16713,8667139,144574,2017-07-12 00:01:00
884876753390489601,26393,5163,8667139,144574,2017-07-11 20:47:12
884562892145688576,23009,4340,8667139,144574,2017-07-11 00:00:02
884441805382717440,25630,5248,8667139,144574,2017-07-10 15:58:53
884247878851493888,68948,18796,8667139,144574,2017-07-10 03:08:17
884162670584377345,19322,2761,8667139,144574,2017-07-09 21:29:42
883838122936631299,20702,3183,8667139,144574,2017-07-09 00:00:04
883482846933004288,43465,9127,8667140,144574,2017-07-08 00:28:19
883360690899218434,21497,3424,8667140,144574,2017-07-07 16:22:55
883117836046086144,35167,6130,8667140,144574,2017-07-07 00:17:54
882992080364220416,22638,3596,8667140,144574,2017-07-06 15:58:11
882762694511734784,26803,4518,8667140,144574,2017-07-06 00:46:41
882627270321602560,26504,5607,8667140,144574,2017-07-05 15:48:34
882268110199369728,42526,10704,8667140,144574,2017-07-04 16:01:23
